id,texto,intent,original,template,is_kid_optimized
kid_expresar_emocion_14289,este soy nervioso,EXPRESAR_EMOCION,este soy nervioso,soy {emocion},True
kid_despedir_32079,me voy,DESPEDIR,me voy,me voy,True
kid_despedir_25098,eh adiós papá,DESPEDIR,eh adiós papá,adiós {persona},True
kid_comer_beber_26446,quiero comerciantes,COMER_BEBER,quiero comerciantes,quiero {comida},True
kid_saludar_5230,bueno buenas tardes,SALUDAR,bueno buenas tardes,buenas tardes,True
kid_comer_beber_26869,mm tengo sed,COMER_BEBER,mm tengo sed,tengo sed,True
kid_pedir_ayuda_37164,ayuda mamá,PEDIR_AYUDA,ayuda mamá,ayuda {persona},True
kid_saludar_39179,hola mamá,SALUDAR,hola mamá,hola {persona},True
kid_saludar_25219,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_expresar_necesidad_3734,me da pelota,EXPRESAR_NECESIDAD,me da pelota,me da {objeto},True
kid_expresar_necesidad_36183,quiero estudiar,EXPRESAR_NECESIDAD,quiero estudiar,quiero {accion},True
kid_expresar_emocion_9919,me siento nervioso,EXPRESAR_EMOCION,me siento nervioso,me siento {emocion},True
kid_saludar_15402,bueno hola,SALUDAR,bueno hola,hola,True
kid_jugar_30274,juguemos puzzles,JUGAR,juguemos puzzles,juguemos {juego},True
kid_saludar_11225,hola abuelo cómo estás,SALUDAR,hola abuelo cómo estás,hola {persona} cómo estás,True
kid_describir_dolor_24099,bueno dolor en brazo,DESCRIBIR_DOLOR,bueno dolor en brazo,dolor en {parte_cuerpo},True
kid_expresar_necesidad_2313,tengo hambre,EXPRESAR_NECESIDAD,tengo hambre,tengo {necesidad},True
kid_ir_lugar_9916,mm donde está baño,IR_LUGAR,mm donde está baño,donde está {lugar},True
kid_expresar_emocion_35998,me pone emocionado,EXPRESAR_EMOCION,me pone emocionado,me pone {emocion},True
kid_agradecer_14409,gracias por cantar,AGRADECER,gracias por cantar,gracias por {accion},True
kid_saludar_22566,hola,SALUDAR,hola,hola,True
kid_comer_beber_12336,quiero agua por favor,COMER_BEBER,quiero agua por favor,quiero agua,True
kid_despedir_31881,hasta luego luego,DESPEDIR,hasta luego luego,hasta luego,True
kid_ir_lugar_6260,ir a plaza,IR_LUGAR,ir a plaza,ir a {lugar},True
kid_comer_beber_36828,más comercio,COMER_BEBER,más comercio,más {comida},True
kid_jugar_12746,jugar jugar con peluche,JUGAR,jugar jugar con peluche,jugar con {juguete},True
kid_despedir_35665,mm adiós adiós hermano,DESPEDIR,mm adiós adiós hermano,adiós {persona},True
kid_expresar_emocion_16937,soy feliz,EXPRESAR_EMOCION,soy feliz,soy {emocion},True
kid_despedir_1202,hasta luego,DESPEDIR,hasta luego,hasta luego,True
kid_expresar_emocion_14090,me pone feliz navidad,EXPRESAR_EMOCION,me pone feliz navidad,me pone {emocion},True
kid_pedir_ayuda_2730,ayuda hermana,PEDIR_AYUDA,ayuda hermana,ayuda {persona},True
kid_expresar_necesidad_856,mm busco auto,EXPRESAR_NECESIDAD,mm busco auto,busco {objeto},True
kid_agradecer_29222,muchas gracias,AGRADECER,muchas gracias,muchas gracias,True
kid_expresar_emocion_26011,estoy muy nervioso,EXPRESAR_EMOCION,estoy muy nervioso,estoy muy {emocion},True
kid_pedir_ayuda_38852,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_expresar_necesidad_39929,dame pelota,EXPRESAR_NECESIDAD,dame pelota,dame {objeto},True
kid_ir_lugar_14863,busco busco casa,IR_LUGAR,busco busco casa,busco {lugar},True
kid_expresar_necesidad_26233,necesito necesito pelota,EXPRESAR_NECESIDAD,necesito necesito pelota,necesito {objeto},True
kid_ir_lugar_12097,quiero ir al escuela,IR_LUGAR,quiero ir al escuela,quiero ir al {lugar},True
kid_ir_lugar_18253,bueno vamos al casa,IR_LUGAR,bueno vamos al casa,vamos al {lugar},True
kid_ir_lugar_3548,donde está está plaza,IR_LUGAR,donde está está plaza,donde está {lugar},True
kid_jugar_17982,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_comer_beber_15439,mm comer comerciantes,COMER_BEBER,mm comer comerciantes,comer {comida},True
kid_jugar_735,juego con rompecabezas,JUGAR,juego con rompecabezas,juego con {juguete},True
kid_pedir_ayuda_1106,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_saludar_4584,hey tía,SALUDAR,hey tía,hey {persona},True
kid_expresar_necesidad_29884,me da muñeca,EXPRESAR_NECESIDAD,me da muñeca,me da {objeto},True
kid_expresar_necesidad_10699,quiero quiero jugar,EXPRESAR_NECESIDAD,quiero quiero jugar,quiero {accion},True
kid_pedir_ayuda_22918,no puedo jugar,PEDIR_AYUDA,no puedo jugar,no puedo {accion},True
kid_ir_lugar_18611,bueno donde está jardín,IR_LUGAR,bueno donde está jardín,donde está {lugar},True
kid_saludar_39656,hey amigo,SALUDAR,hey amigo,hey {persona},True
kid_expresar_emocion_39742,hoy estoy tranquilo,EXPRESAR_EMOCION,hoy estoy tranquilo,hoy estoy {emocion},True
kid_expresar_emocion_15779,me pone feliz,EXPRESAR_EMOCION,me pone feliz,me pone {emocion},True
kid_agradecer_35279,te doy las gracias,AGRADECER,te doy las gracias,te doy las gracias,True
kid_ir_lugar_5960,donde está baño,IR_LUGAR,donde está baño,donde está {lugar},True
kid_saludar_3376,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_describir_dolor_4377,dolor en espalda,DESCRIBIR_DOLOR,dolor en espalda,dolor en {parte_cuerpo},True
kid_expresar_necesidad_39230,busco juguete,EXPRESAR_NECESIDAD,busco juguete,busco {objeto},True
kid_pedir_ayuda_3851,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_despedir_20424,adiós maestra,DESPEDIR,adiós maestra,adiós {persona},True
kid_pedir_ayuda_7609,ayuda abuela,PEDIR_AYUDA,ayuda abuela,ayuda {persona},True
kid_expresar_necesidad_39196,donde está libro,EXPRESAR_NECESIDAD,donde está libro,donde está {objeto},True
kid_despedir_5015,nos vemos,DESPEDIR,nos vemos,nos vemos,True
kid_pedir_ayuda_39032,eh ayuda con bloques,PEDIR_AYUDA,eh ayuda con bloques,ayuda con {objeto},True
kid_jugar_23733,bueno quiero muñeca,JUGAR,bueno quiero muñeca,quiero {juguete},True
kid_pedir_ayuda_32635,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_jugar_27624,quiero jugar,JUGAR,quiero jugar,quiero jugar,True
kid_expresar_emocion_9100,estoy contento contento,EXPRESAR_EMOCION,estoy contento contento,estoy {emocion},True
kid_despedir_12778,chau,DESPEDIR,chau,chau,True
kid_pedir_ayuda_33744,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_pedir_ayuda_39016,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_comer_beber_32759,tengo sed,COMER_BEBER,tengo sed,tengo sed,True
kid_jugar_12564,eh me gusta jugar rayuela,JUGAR,eh me gusta jugar rayuela,me gusta jugar {juego},True
kid_ir_lugar_5815,al plaza,IR_LUGAR,al plaza,al {lugar},True
kid_comer_beber_15002,comer empanadillas empanadillas,COMER_BEBER,comer empanadillas empanadillas,comer {comida},True
kid_jugar_12372,juego con pelota,JUGAR,juego con pelota,juego con {juguete},True
kid_jugar_1268,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_agradecer_35130,este gracias por jugar,AGRADECER,este gracias por jugar,gracias por {accion},True
kid_comer_beber_35276,quiero agua,COMER_BEBER,quiero agua,quiero agua,True
kid_despedir_1751,adiós papá,DESPEDIR,adiós papá,adiós {persona},True
kid_saludar_17203,hola abuela cómo estás,SALUDAR,hola abuela cómo estás,hola {persona} cómo estás,True
kid_expresar_necesidad_36962,tengo hambre,EXPRESAR_NECESIDAD,tengo hambre,tengo {necesidad},True
kid_jugar_31536,jugamos,JUGAR,jugamos,jugamos,True
kid_ir_lugar_21488,ir a escuela,IR_LUGAR,ir a escuela,ir a {lugar},True
kid_expresar_necesidad_7257,quiero auto,EXPRESAR_NECESIDAD,quiero auto,quiero {objeto},True
kid_saludar_22944,hola amigo amigo nervioso,SALUDAR,hola amigo amigo nervioso,hola {persona} {emocion},True
kid_saludar_15293,hola tío,SALUDAR,hola tío,hola {persona},True
kid_pedir_ayuda_25979,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_ir_lugar_16429,bueno busco casa,IR_LUGAR,bueno busco casa,busco {lugar},True
kid_saludar_11870,hola,SALUDAR,hola,hola,True
kid_pedir_ayuda_28753,este ayuda con bloques,PEDIR_AYUDA,este ayuda con bloques,ayuda con {objeto},True
kid_expresar_emocion_22312,hoy estoy entristecer,EXPRESAR_EMOCION,hoy estoy entristecer,hoy estoy {emocion},True
kid_jugar_3231,bueno jugamos,JUGAR,bueno jugamos,jugamos,True
kid_saludar_37762,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_expresar_necesidad_14043,me da crayones,EXPRESAR_NECESIDAD,me da crayones,me da {objeto},True
kid_jugar_28163,bueno juguemos tag,JUGAR,bueno juguemos tag,juguemos {juego},True
kid_pedir_ayuda_13429,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_comer_beber_25778,quiero comer por favor,COMER_BEBER,quiero comer por favor,quiero comer,True
kid_describir_dolor_9924,me pegué en barriga,DESCRIBIR_DOLOR,me pegué en barriga,me pegué en {parte_cuerpo},True
kid_jugar_38834,eh quiero quiero jugar,JUGAR,eh quiero quiero jugar,quiero jugar,True
kid_expresar_emocion_34913,estoy muy feliz navidad,EXPRESAR_EMOCION,estoy muy feliz navidad,estoy muy {emocion},True
kid_despedir_37817,me voy,DESPEDIR,me voy,me voy,True
kid_saludar_27580,hey amiga,SALUDAR,hey amiga,hey {persona},True
kid_comer_beber_2674,beber leche,COMER_BEBER,beber leche,beber {bebida},True
kid_describir_dolor_14616,bueno tengo dolor,DESCRIBIR_DOLOR,bueno tengo dolor,tengo dolor,True
kid_saludar_29725,hola maestra cómo estás,SALUDAR,hola maestra cómo estás,hola {persona} cómo estás,True
kid_expresar_necesidad_5511,tengo ganas de estudiar,EXPRESAR_NECESIDAD,tengo ganas de estudiar,tengo ganas de {accion},True
kid_describir_dolor_10203,me lastimé mano,DESCRIBIR_DOLOR,me lastimé mano,me lastimé {parte_cuerpo},True
kid_expresar_necesidad_2202,tengo ganas de leer,EXPRESAR_NECESIDAD,tengo ganas de leer,tengo ganas de {accion},True
kid_expresar_necesidad_33764,quiero libro,EXPRESAR_NECESIDAD,quiero libro,quiero {objeto},True
kid_saludar_9604,buenos días,SALUDAR,buenos días,buenos días,True
kid_pedir_ayuda_35331,ayuda abuelo,PEDIR_AYUDA,ayuda abuelo,ayuda {persona},True
kid_expresar_necesidad_28928,este me da pelota,EXPRESAR_NECESIDAD,este me da pelota,me da {objeto},True
kid_pedir_ayuda_1005,no puedo cantar,PEDIR_AYUDA,no puedo cantar,no puedo {accion},True
kid_despedir_31095,bueno adiós maestra,DESPEDIR,bueno adiós maestra,adiós {persona},True
kid_pedir_ayuda_34842,bueno ayuda con agua,PEDIR_AYUDA,bueno ayuda con agua,ayuda con {objeto},True
kid_ir_lugar_9907,busco jardín,IR_LUGAR,busco jardín,busco {lugar},True
kid_describir_dolor_19499,duele espalda,DESCRIBIR_DOLOR,duele espalda,duele {parte_cuerpo},True
kid_expresar_necesidad_20666,mm donde está auto,EXPRESAR_NECESIDAD,mm donde está auto,donde está {objeto},True
kid_jugar_1398,juguemos rayuela,JUGAR,juguemos rayuela,juguemos {juego},True
kid_saludar_16375,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_describir_dolor_6183,me lastimé pierna,DESCRIBIR_DOLOR,me lastimé pierna,me lastimé {parte_cuerpo},True
kid_expresar_necesidad_26067,necesito muñeca,EXPRESAR_NECESIDAD,necesito muñeca,necesito {objeto},True
kid_expresar_emocion_282,hoy estoy cansado,EXPRESAR_EMOCION,hoy estoy cansado,hoy estoy {emocion},True
kid_pedir_ayuda_26100,mm ayúdame,PEDIR_AYUDA,mm ayúdame,ayúdame,True
kid_pedir_ayuda_12733,este ayúdame,PEDIR_AYUDA,este ayúdame,ayúdame,True
kid_expresar_emocion_37144,mm estoy contento,EXPRESAR_EMOCION,mm estoy contento,estoy {emocion},True
kid_jugar_10966,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_saludar_38915,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
kid_jugar_34874,jugamos,JUGAR,jugamos,jugamos,True
kid_ir_lugar_31828,quiero ir al jardín,IR_LUGAR,quiero ir al jardín,quiero ir al {lugar},True
kid_pedir_ayuda_7932,ayuda por favor,PEDIR_AYUDA,ayuda por favor,ayuda por favor,True
kid_describir_dolor_29192,dolor dolor en barriga,DESCRIBIR_DOLOR,dolor dolor en barriga,dolor en {parte_cuerpo},True
kid_saludar_28985,hola abuela,SALUDAR,hola abuela,hola {persona},True
kid_expresar_necesidad_37070,dame tablet,EXPRESAR_NECESIDAD,dame tablet,dame {objeto},True
kid_saludar_38484,este hola mamá cómo estás,SALUDAR,este hola mamá cómo estás,hola {persona} cómo estás,True
kid_pedir_ayuda_12006,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_expresar_necesidad_1682,dame juguete,EXPRESAR_NECESIDAD,dame juguete,dame {objeto},True
kid_pedir_ayuda_27388,ayuda con libro,PEDIR_AYUDA,ayuda con libro,ayuda con {objeto},True
kid_saludar_34949,hey maestra,SALUDAR,hey maestra,hey {persona},True
kid_expresar_necesidad_20453,este quiero quiero dormir,EXPRESAR_NECESIDAD,este quiero quiero dormir,quiero {accion},True
kid_saludar_9680,hola tía,SALUDAR,hola tía,hola {persona},True
kid_expresar_necesidad_35872,me da juguete,EXPRESAR_NECESIDAD,me da juguete,me da {objeto},True
kid_describir_dolor_21053,me duele duele,DESCRIBIR_DOLOR,me duele duele,me duele,True
kid_expresar_necesidad_29251,eh necesito bloques,EXPRESAR_NECESIDAD,eh necesito bloques,necesito {objeto},True
kid_describir_dolor_3245,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_comer_beber_32800,me da disfrutar,COMER_BEBER,me da disfrutar,me da {comida},True
kid_describir_dolor_12646,tengo dolor,DESCRIBIR_DOLOR,tengo dolor,tengo dolor,True
kid_comer_beber_13206,más campanas,COMER_BEBER,más campanas,más {comida},True
kid_pedir_ayuda_10890,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_pedir_ayuda_24544,ayuda con bloques,PEDIR_AYUDA,ayuda con bloques,ayuda con {objeto},True
kid_comer_beber_3397,comer campanas,COMER_BEBER,comer campanas,comer {comida},True
kid_pedir_ayuda_18986,ayuda con comida comida,PEDIR_AYUDA,ayuda con comida comida,ayuda con {objeto},True
kid_pedir_ayuda_39618,ayuda,PEDIR_AYUDA,ayuda,ayuda,True
kid_saludar_5900,hola amigo feliz navidad,SALUDAR,hola amigo feliz navidad,hola {persona} {emocion},True
kid_jugar_33623,jugar con auto,JUGAR,jugar con auto,jugar con {juguete},True
kid_expresar_necesidad_28490,necesito auto,EXPRESAR_NECESIDAD,necesito auto,necesito {objeto},True
kid_expresar_emocion_37839,eh estoy asustado,EXPRESAR_EMOCION,eh estoy asustado,estoy {emocion},True
kid_expresar_necesidad_8832,necesito pelota,EXPRESAR_NECESIDAD,necesito pelota,necesito {objeto},True
kid_despedir_25263,eh me voy,DESPEDIR,eh me voy,me voy,True
kid_saludar_17339,hola tío,SALUDAR,hola tío,hola {persona},True
kid_saludar_3309,hola,SALUDAR,hola,hola,True
kid_agradecer_34365,gracias por cantar,AGRADECER,gracias por cantar,gracias por {accion},True
kid_expresar_necesidad_19206,quiero bailar,EXPRESAR_NECESIDAD,quiero bailar,quiero {accion},True
kid_saludar_18523,eh hey amigo,SALUDAR,eh hey amigo,hey {persona},True
kid_pedir_ayuda_20564,me ayudas,PEDIR_AYUDA,me ayudas,me ayudas,True
kid_despedir_33136,hasta luego,DESPEDIR,hasta luego,hasta luego,True
kid_pedir_ayuda_8320,ayuda con pelota,PEDIR_AYUDA,ayuda con pelota,ayuda con {objeto},True
kid_describir_dolor_26440,dolor en cabeza,DESCRIBIR_DOLOR,dolor en cabeza,dolor en {parte_cuerpo},True
kid_despedir_27659,adiós,DESPEDIR,adiós,adiós,True
kid_despedir_1475,chau,DESPEDIR,chau,chau,True
kid_comer_beber_16921,comer campanario campanario,COMER_BEBER,comer campanario campanario,comer {comida},True
kid_expresar_emocion_14883,me siento cansado,EXPRESAR_EMOCION,me siento cansado,me siento {emocion},True
kid_pedir_ayuda_19195,ayuda por favor favor,PEDIR_AYUDA,ayuda por favor favor,ayuda por favor,True
kid_expresar_necesidad_32718,bueno tengo tengo ganas de correr,EXPRESAR_NECESIDAD,bueno tengo tengo ganas de correr,tengo ganas de {accion},True
kid_jugar_25506,juego con rompecabezas,JUGAR,juego con rompecabezas,juego con {juguete},True
kid_saludar_2910,hey tío,SALUDAR,hey tío,hey {persona},True
kid_expresar_necesidad_38212,quiero libro,EXPRESAR_NECESIDAD,quiero libro,quiero {objeto},True
kid_comer_beber_32637,más cereal,COMER_BEBER,más cereal,más {comida},True
kid_expresar_emocion_33239,estoy enojado,EXPRESAR_EMOCION,estoy enojado,estoy {emocion},True
kid_comer_beber_25701,quiero copaneca,COMER_BEBER,quiero copaneca,quiero {comida},True
kid_jugar_36196,me gusta jugar escondidas,JUGAR,me gusta jugar escondidas,me gusta jugar {juego},True
kid_jugar_38536,juego con auto,JUGAR,juego con auto,juego con {juguete},True
kid_expresar_necesidad_31469,dame pelota,EXPRESAR_NECESIDAD,dame pelota,dame {objeto},True
kid_comer_beber_29580,tengo tengo hambre,COMER_BEBER,tengo tengo hambre,tengo hambre,True
kid_saludar_15775,hola amigo amigo feliz navidad,SALUDAR,hola amigo amigo feliz navidad,hola {persona} {emocion},True
kid_expresar_necesidad_29283,tengo ganas de correr,EXPRESAR_NECESIDAD,tengo ganas de correr,tengo ganas de {accion},True
kid_agradecer_24237,gracias,AGRADECER,gracias,gracias,True
kid_expresar_necesidad_26857,tengo ganas de dormir,EXPRESAR_NECESIDAD,tengo ganas de dormir,tengo ganas de {accion},True
kid_expresar_necesidad_13045,necesito auto,EXPRESAR_NECESIDAD,necesito auto,necesito {objeto},True
kid_jugar_39550,quiero quiero muñeca,JUGAR,quiero quiero muñeca,quiero {juguete},True
kid_pedir_ayuda_27181,no sé cantar,PEDIR_AYUDA,no sé cantar,no sé {accion},True
kid_expresar_necesidad_38974,tengo ganas de bailar,EXPRESAR_NECESIDAD,tengo ganas de bailar,tengo ganas de {accion},True
kid_saludar_37814,hola abuela,SALUDAR,hola abuela,hola {persona},True
kid_comer_beber_10671,quiero comer,COMER_BEBER,quiero comer,quiero comer,True
kid_expresar_necesidad_19220,mm dame agua,EXPRESAR_NECESIDAD,mm dame agua,dame {objeto},True
kid_expresar_emocion_8624,estoy emocionado,EXPRESAR_EMOCION,estoy emocionado,estoy {emocion},True
kid_jugar_19270,quiero rompecabezas,JUGAR,quiero rompecabezas,quiero {juguete},True
kid_expresar_emocion_7383,estoy muy cansado,EXPRESAR_EMOCION,estoy muy cansado,estoy muy {emocion},True
kid_agradecer_9494,gracias por dibujar,AGRADECER,gracias por dibujar,gracias por {accion},True
kid_jugar_31016,bueno juego con rompecabezas,JUGAR,bueno juego con rompecabezas,juego con {juguete},True
kid_describir_dolor_20697,bueno me pegué en pierna,DESCRIBIR_DOLOR,bueno me pegué en pierna,me pegué en {parte_cuerpo},True
kid_ir_lugar_476,este donde está plaza,IR_LUGAR,este donde está plaza,donde está {lugar},True
kid_agradecer_31456,mm muchas gracias,AGRADECER,mm muchas gracias,muchas gracias,True
kid_despedir_11742,chau chau maestra,DESPEDIR,chau chau maestra,chau {persona},True
kid_agradecer_8793,gracias por estudiar,AGRADECER,gracias por estudiar,gracias por {accion},True
kid_saludar_22010,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_jugar_10181,jugar con auto,JUGAR,jugar con auto,jugar con {juguete},True
kid_comer_beber_39712,más edificio comercial,COMER_BEBER,más edificio comercial,más {comida},True
kid_expresar_emocion_32411,estoy muy feliz navidad,EXPRESAR_EMOCION,estoy muy feliz navidad,estoy muy {emocion},True
kid_ir_lugar_38328,mm donde está jardín,IR_LUGAR,mm donde está jardín,donde está {lugar},True
kid_pedir_ayuda_35864,ayúdame,PEDIR_AYUDA,ayúdame,ayúdame,True
kid_pedir_ayuda_38783,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_pedir_ayuda_8353,eh no puedo leer,PEDIR_AYUDA,eh no puedo leer,no puedo {accion},True
kid_jugar_29434,vamos a jugar,JUGAR,vamos a jugar,vamos a jugar,True
kid_jugar_21076,este juego con pelota,JUGAR,este juego con pelota,juego con {juguete},True
kid_ir_lugar_21474,este busco escuela escuela,IR_LUGAR,este busco escuela escuela,busco {lugar},True
kid_despedir_4730,adiós,DESPEDIR,adiós,adiós,True
kid_pedir_ayuda_19274,necesito ayuda,PEDIR_AYUDA,necesito ayuda,necesito ayuda,True
kid_saludar_525,hola mamá,SALUDAR,hola mamá,hola {persona},True
kid_saludar_21620,hola cómo estás,SALUDAR,hola cómo estás,hola cómo estás,True
kid_ir_lugar_122,donde está parque,IR_LUGAR,donde está parque,donde está {lugar},True
kid_despedir_8162,eh hasta luego,DESPEDIR,eh hasta luego,hasta luego,True
kid_describir_dolor_12433,dolor en barriga,DESCRIBIR_DOLOR,dolor en barriga,dolor en {parte_cuerpo},True
kid_saludar_35041,buenas tardes,SALUDAR,buenas tardes,buenas tardes,True
